model,score,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,tree_method,device,eval_metric,objective,metric,verbosity,boosting_type,device_type,num_leaves,min_child_samples,iterations,depth,l2_leaf_reg,bagging_temperature,border_count,verbose,random_state,task_type,od_type,od_wait
CatBoost,0.8880117562526754,,,0.055887282569249894,,,,,,,,,AUC,,,,,,,,596.0,7.0,2.5332038699166404,0.02326218175027306,219.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8859708463278909,,,0.06703136187279002,,,,,,,,,AUC,,,,,,,,902.0,8.0,1.5585894075032447,0.6601909796575872,62.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8857529963920994,,,0.14864749873708816,,,,,,,,,AUC,,,,,,,,920.0,8.0,9.437931465719078,0.7069577768912815,244.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8881493456858068,,,0.19577528705537936,,,,,,,,,AUC,,,,,,,,332.0,6.0,3.44280819736636,0.15907108258338976,115.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8853096526631199,,,0.019456494158348527,,,,,,,,,AUC,,,,,,,,534.0,6.0,6.076875628215951,0.9260539508468718,82.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.882823488045007,,,0.127035151893469,,,,,,,,,AUC,,,,,,,,216.0,10.0,3.8441754168578153,0.18694010331964928,145.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8861753195132391,,,0.06079353767287979,,,,,,,,,AUC,,,,,,,,703.0,7.0,2.8256191390093077,0.021136072414869825,149.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.883247722130496,,,0.06555624043374583,,,,,,,,,AUC,,,,,,,,708.0,9.0,2.413398284510495,0.01222373821151157,182.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8847784045740842,,,0.09602501943705373,,,,,,,,,AUC,,,,,,,,378.0,6.0,5.116850499537245,0.26728411177845024,38.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8872110621904239,,,0.04941238297830658,,,,,,,,,AUC,,,,,,,,661.0,5.0,3.037312916913102,0.15944459970225022,216.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8827871797223751,,,0.16576132663215712,,,,,,,,,AUC,,,,,,,,793.0,8.0,4.208282154149555,0.4568267465713588,126.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.886639683850058,,,0.11408343797695308,,,,,,,,,AUC,,,,,,,,333.0,6.0,6.115298715631108,0.1303760911820702,165.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8835840518559286,,,0.04329023057276721,,,,,,,,,AUC,,,,,,,,558.0,10.0,2.0522979686257186,0.33538562178557507,207.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8875015287714793,,,0.19933685708523724,,,,,,,,,AUC,,,,,,,,304.0,7.0,3.2354800898840677,0.5315328092372303,121.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8858428117165047,,,0.08057668871999317,,,,,,,,,AUC,,,,,,,,804.0,4.0,1.1087479758049343,0.08878774506097833,250.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8857434415703541,,,0.12566682312747743,,,,,,,,,AUC,,,,,,,,475.0,9.0,5.177277896629864,0.2438267567194577,82.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8857854827860331,,,0.14869752494464877,,,,,,,,,AUC,,,,,,,,431.0,5.0,7.4976035133876175,0.5114033218188165,189.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8889079985323793,,,0.16566397892063883,,,,,,,,,AUC,,,,,,,,614.0,4.0,7.001098385252664,0.998651914252903,208.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8885888674860882,,,0.16990831492619712,,,,,,,,,AUC,,,,,,,,618.0,3.0,6.128406572380354,0.07330105819230867,223.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8896475417354615,,,0.1699587981176815,,,,,,,,,AUC,,,,,,,,643.0,3.0,6.501493974611562,0.4007098813559372,161.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8882888460832875,,,0.1692953427173421,,,,,,,,,AUC,,,,,,,,644.0,3.0,6.525886720751621,0.41919911816151567,161.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8899666727817526,,,0.17046475221089244,,,,,,,,,AUC,,,,,,,,816.0,3.0,8.32997614523971,0.5820722362026789,224.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8865059163456247,,,0.13614159747332186,,,,,,,,,AUC,,,,,,,,803.0,4.0,8.497554215951094,0.5815346604005309,202.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8883347092276647,,,0.17489931392091285,,,,,,,,,AUC,,,,,,,,753.0,3.0,9.94970388311962,0.8115966735026191,187.0,0.0,42.0,CPU,Iter,30.0
CatBoost,0.8863434843759554,,,0.16569020709318658,,,,,,,,,AUC,,,,,,,,861.0,4.0,8.149585337336516,0.8794769268959326,235.0,0.0,42.0,CPU,Iter,30.0
